GRADE_MONTH,FORECAST_SCORE,LOWER_BOUND,UPPER_BOUND
2026-08-01,70.1105253606642,68.02380288304968,72.19724783827871
2026-09-01,68.8184988845552,66.22235278745887,71.41464498165152
2026-10-01,68.87272539009874,65.8690204753726,71.87643030482488
2026-11-01,70.46448722503447,67.10321566246932,73.82575878759963
2026-12-01,70.14756293838249,66.46331902731693,73.83180684944806
2027-01-01,67.38731839746187,63.40622116875489,71.36841562616884
